BuyerID,BuyerName,BuyerAge,BuyerGender,BuyerSalary
1916,Tina Robertson,29,female,5606.54
1917,Chelsea Gay,42,female,7108.13
1918,Kevin Myers,70,female,5364.46
1919,Laura Hansen,68,female,4097.42
1920,Monica Sanchez,21,female,9512.3
1921,Anna Randolph,22,female,9130.15
1922,Jason Mooney,27,male,5054.16
1923,Adam Bruce,31,female,10959.65
1924,Rebekah Greene,31,male,10456.26
1925,Jeffery Garner,67,male,4622.38
1926,Richard Martin,70,female,10897.99
1927,Christina Green,65,male,9641.24
1928,John Clark,51,male,9033.14
1929,James Stark,14,male,3905.68
1930,Juan Greer,36,male,6780.79
1931,Melissa Short,19,female,10537.01
1932,Antonio Orozco,18,female,4325.46
1933,Joel Mendez,68,male,5827.16
1934,Allen Bell,55,male,10625.24
1935,Corey Terry,55,male,5985.92
1936,Nicholas Morgan,64,male,5432.49
1937,Traci Blake,30,male,4801.88
1938,Jennifer Rios,50,male,5779.39
1939,Samantha Morris,40,male,5841.32
1940,Robyn Gonzales,58,female,7048.88
1941,Sarah Beard,66,male,7527.79
1942,Phyllis Huerta,17,female,4291.55
1943,Kimberly King,49,male,4497.04
1944,Nicole Bass,73,female,10978.75
1945,Jaime Patterson,19,female,5830.44
1946,Karen Holland,31,female,5681.59
1947,Jessica Taylor,16,female,7020.5
1948,Daniel Pena,40,female,6988.02
1949,Margaret Torres,20,male,9007.61
1950,Jonathan Deleon,20,male,6975.41
1951,Peggy Smith,29,male,5465.21
1952,Andrew Bean,67,male,4603.45
1953,Becky Russo,40,female,3645.53
1954,Michael Greene,67,female,7196.94
1955,Ashley Wood,23,female,10721.07
1956,Laura Hunter,31,male,5732.62
1957,Lauren Smith,70,male,8548.75
1958,Angela Chavez,68,female,4895.14
1959,Margaret Dean,25,female,10495.69
1960,Nicholas Long,58,male,8636.79
1961,Deborah Kim,63,male,6231.72
1962,Ann Sandoval,43,female,9082.99
1963,Mark Dawson,69,male,7544.48
1964,Jody Lawson,61,female,7491.37
1965,Kevin Colon,15,male,4459.21
1966,Matthew Garcia,45,female,5207.02
1967,Derek Hayes,37,female,4278.3
1968,Anne Stone,30,male,4101.24
1969,Debra Malone,37,female,5206.59
1970,Brandon Gregory,64,female,10788.13
1971,Lori Reynolds,49,female,3718.65
1972,Linda Taylor,15,female,10798.94
1973,Ashley Jones,26,female,5955.61
1974,Stanley Jackson,56,male,6440.41
1975,Martha Acosta,69,male,9930.11
1976,Susan Payne,43,female,5902.0
1977,Sarah Jenkins,33,female,8310.02
1978,Brittany Beck,68,male,4623.13
1979,Jordan Jones,50,male,9323.0
1980,Brandon Ruiz,17,female,7084.33
1981,Jeff Nelson,53,male,8369.25
1982,Paige Caldwell,74,male,8115.21
1983,Lori Garrett,70,male,10696.67
1984,April Chapman,34,male,9901.76
1985,Oscar Adams,53,female,9570.19
1986,Derek Thompson,22,female,3621.18
1987,James Moore,62,male,6894.66
1988,Tyler Meyer,56,female,10923.88
1989,Kayla Johnson,30,female,5833.02
1990,Jeffrey Esparza,46,male,5683.4
1991,Christopher Ho,40,female,10862.67
1992,Scott Garcia,30,female,6382.0
1993,Michele Weiss,68,male,6366.69
1994,Leslie Potter,17,male,4849.9
1995,Cynthia Smith,23,male,6896.92
1996,Karen Rivera,47,female,8890.57
1997,John Tanner,51,male,5807.77
1998,Anthony Abbott,33,male,7146.77
1999,Adam Solis,57,male,5327.02
2000,Julie Jones,51,female,4279.73
2001,Martha Berger,51,female,9368.25
2002,Tony Sanchez,21,male,6948.02
2003,Sheri Doyle,53,female,9777.33
2004,Angela Evans,66,female,9377.12
2005,Jason Haney,13,male,5033.31
2006,David Bailey,21,male,3995.79
2007,Scott Beck,65,female,8069.66
2008,Andrew Holder,46,female,7606.41
2009,Tina Yates,65,male,6730.71
2010,Francisco Pugh,55,female,4609.61
2011,Donna Garcia,46,male,9409.78
2012,Maria Williams,16,male,9988.42
2013,Marissa Bernard,71,male,10268.93
2014,Juan Wilson,26,male,8927.4
2015,Eric Fowler,73,male,6764.0
2016,Nicole Callahan,23,female,4246.23
2017,William Barrett,51,female,9895.66
2018,Melinda Fields,68,female,10870.3
2019,Kyle Mckinney,23,male,10457.61
2020,Anthony Vincent,18,female,4196.69
2021,Kelly Atkins,73,male,6103.88
2022,Katie Andrews,43,female,5643.1
2023,Kenneth Burnett,64,male,8699.16
2024,Matthew Kemp,40,female,3639.62
2025,Michael Hanson,55,male,6126.44
2026,Shelley Fox,24,male,4477.93
2027,Jeffrey Collins,31,male,8895.73
2028,Jennifer Hughes,61,male,10342.27
2029,Daniel Banks,21,female,4687.2
2030,Nicole Wilson,41,male,5947.91
2031,Joseph Wilson,59,female,3603.39
2032,William Baker,45,male,9417.12
2033,Natasha Thomas,45,male,7519.79
2034,Vanessa Pena,33,male,6890.09
2035,Holly Thomas,32,female,10023.8
2036,Andrew Smith,37,male,4487.97
2037,Frances Nichols,67,female,6958.05
2038,Jennifer Moody,17,male,9764.75
2039,Emma Williams,38,female,9202.7
2040,Lisa Martinez,46,male,4118.1
2041,Emily Jones,49,female,6233.68
2042,Andrew Horne,68,female,9840.73
2043,Daniel Johnson,26,female,4178.06
2044,Gina Chung,25,female,6720.73
2045,Andrea Taylor,12,female,4539.06
2046,Brandi Farrell,73,male,6755.36
2047,Lauren Howell,23,male,3575.56
2048,Steven Zhang,58,female,7684.75
2049,Crystal Morgan,72,female,5133.59
2050,Amanda Hayes,61,male,7257.91
2051,Glenn Nelson,17,male,10885.18
2052,Barbara Singh,65,male,7011.45
2053,Robert Vargas,26,female,10567.5
2054,Jesse Galvan,53,male,9480.75
2055,Colleen Walton,46,male,9558.46
2056,Joseph Gilbert,73,male,7722.04
2057,Adriana Duncan,45,male,8412.32
2058,Holly Kelly,45,female,7125.62
2059,Walter Gonzalez,45,male,4436.34
2060,Claudia Jenkins,22,male,9170.21
2061,Michelle Dunlap,23,female,9206.07
2062,Richard Dyer,45,male,4332.94
2063,Kevin Miller,34,female,5746.15
2064,Samantha Boyd,66,male,3572.65
2065,Ryan Butler,51,male,8847.45
2066,Jennifer Osborn,28,male,6321.24
2067,Karen Duarte,71,female,8840.38
2068,Raymond Salas,29,male,9048.27
2069,Krystal Meza,56,male,5765.13
2070,Mario Michael,36,female,8284.64
2071,Tiffany Davis,16,female,7793.37
2072,Jill Simmons,44,female,8305.02
2073,Andrew Smith,63,male,7960.53
2074,Dustin Rios,75,female,6018.8
2075,Ashley Davis,48,female,7739.7
2076,Brian Nelson,14,male,10499.07
2077,Whitney May,65,female,4650.31
2078,Lisa Williamson,12,male,7062.86
2079,Paul Smith,37,male,6764.02
2080,Bill Torres,21,male,6513.35
2081,Brittany White,24,male,8748.95
2082,Elizabeth Page,58,female,10719.97
2083,James Griffin,66,female,6602.64
2084,Lori Frederick,36,female,3700.68
2085,Peter Cortez,66,male,4572.08
2086,Wayne Rivers,69,female,6602.39
2087,Brittney Cook,45,female,7458.54
2088,Leslie Gray,51,female,4820.14
2089,Amanda Bryant,70,female,7364.17
2090,Mrs. Joyce Webb,54,female,6164.7
2091,Paul Knight,73,male,9689.46
2092,Heather Gaines,54,male,6078.73
2093,Timothy Carson,29,male,4753.13
2094,Ryan Dixon,32,male,4203.04
2095,Daniel Willis,65,male,10744.04
2096,Deborah Wong,51,male,4982.54
2097,Jordan Reed,57,female,4781.72
2098,Tiffany Bennett,34,male,9760.63
2099,Sherri Chavez,43,female,4285.23
2100,David Jones,73,male,10706.02
2101,Judith Young,32,female,5831.71
2102,Anthony Cooper,21,male,8869.82
2103,Dylan Thomas,12,female,10028.11
2104,David Johnson,36,female,3909.46
2105,Jessica Sutton,72,male,5046.91
2106,Bobby Flores,29,male,7526.0
2107,Beth Estrada,34,male,9104.82
2108,Manuel Cox,64,female,10448.63
2109,Emily Lara,17,male,8725.38
2110,Jordan Mitchell,47,male,6497.47
2111,Jack Hamilton,20,female,6444.89
2112,Mary Harris,39,male,7341.11
2113,Linda Pittman,23,male,4334.05
2114,Joseph Edwards,38,male,7311.0
2115,Wendy Woodard,24,male,5115.96
2116,Lisa Mcdonald,35,female,5542.8
2117,Emily Bryant,41,male,6697.28
2118,Rebecca Kennedy,29,male,8127.88
2119,Emma Ashley,14,male,7259.08
2120,Misty Smith,35,female,4256.72
2121,Tracy Booker,60,male,8869.96
2122,Spencer Alvarez,52,female,9729.96
2123,Vanessa Ramirez,52,male,7917.96
2124,Daniel Aguilar,37,female,5448.05
2125,Brooke Brown,41,male,7396.93
2126,Sabrina Brown,58,female,4861.74
2127,William Rivera,38,female,9809.53
2128,Chelsey Pham,53,male,10055.56
2129,David Martinez,55,male,10668.0
2130,Michael Coleman,32,male,4803.62
2131,Dawn Walker,74,male,4381.99
2132,Daniel Freeman,21,male,4593.91
2133,Carl Clarke,50,male,4718.29
2134,Paul Estes,14,male,5406.29
2135,Kathleen Pineda,68,male,9853.74
2136,Christina Smith,71,female,6701.01
2137,Catherine Bell,53,male,5019.17
2138,Amber Brown,35,female,9602.63
2139,Craig Wright,62,female,9943.41
2140,Jennifer Brown,25,female,4325.07
2141,Stephen Goodwin,73,female,10229.19
2142,Karen Martinez,32,female,6151.22
2143,Jennifer Lopez,69,female,8097.58
2144,Brandy Owens,29,male,10627.13
2145,Ryan Hamilton,66,female,10483.43
2146,Edward Stark,31,male,7764.25
2147,Donna Frost,28,male,10783.33
2148,Monica Snyder,12,male,6538.05
2149,Danielle David,27,male,5404.53
2150,Jennifer Medina,41,female,6109.29
2151,Susan Sexton,44,female,8616.92
2152,Clinton Wagner,68,female,7385.57
2153,Anthony Santos,54,male,5396.96
2154,Timothy Byrd,12,female,8111.81
2155,William Hill,32,male,6183.77
2156,Todd Villanueva,60,male,5670.13
2157,Sarah Chan,13,female,7083.37
2158,Stephen Sherman,74,female,9473.36
2159,Toni Schultz,73,male,8325.66
2160,Joshua Gray,40,female,10335.49
2161,Anne Douglas,47,male,10558.77
2162,David Romero,30,male,5113.3
2163,Michael Stone,48,male,3534.9
2164,Leah Perry,60,female,5340.67
2165,Louis Franklin,53,female,9628.54
2166,Desiree Rivera,14,female,7491.16
2167,Christie Murray,67,female,10325.2
2168,Anna Downs,26,female,8518.83
2169,Tonya Zhang,38,male,5479.57
2170,Linda Wright,71,female,9262.12
2171,Sarah Hughes,27,male,5421.62
2172,Amanda Aguilar,61,female,7553.84
2173,Stacy Little,27,female,10840.85
2174,Brittany Lee,27,male,7023.38
2175,Thomas Wong,71,male,4021.62
2176,Melanie Olson,36,male,8170.38
2177,Tony Hancock,14,male,3534.93
2178,Judy Wright,31,male,9726.83
2179,Kevin Rodriguez,52,male,5044.06
2180,Keith Flores,50,male,7438.88
2181,Nicole Chapman,14,female,3835.35
2182,Laura Smith,53,female,9094.75
2183,Mike Lopez,34,female,5658.11
2184,Adrian Martin,40,female,4317.08
2185,Jeffrey Barber,37,female,8069.65
2186,Jon Sherman,25,female,5136.58
2187,Kelly Savage,15,female,9391.1
2188,Gary Weaver,26,male,5133.84
2189,Tonya Johnson,22,female,8823.14
2190,Anthony Arias,23,male,4553.34
2191,Jennifer Doyle,19,male,8474.37
2192,Colin Massey,56,male,9191.6
2193,Joshua Baker,53,male,10908.04
2194,Rhonda Griffin,54,female,10945.83
2195,Michael Durham,40,male,9446.17
2196,Ashlee Owen,64,female,8628.67
2197,Tina Powell,60,male,3998.05
2198,Louis Mercado,52,female,4398.31
2199,Kenneth Rich,33,female,4327.35
2200,Taylor Lee,38,male,8554.49
2201,Derek Barton,47,female,9485.3
2202,Patrick Sanders,21,female,6873.48
2203,Laura Lowe,24,female,7651.36
2204,Jacob Carey,49,male,9236.45
2205,Morgan Brown,64,male,6674.72
2206,Matthew Shaw,71,male,6140.9
2207,Stephanie Lopez,50,female,8334.22
2208,Amy Morales,70,male,7601.81
2209,Cory Foster,25,male,5408.51
2210,Jesse White,43,female,10446.98
2211,Scott Hogan,44,male,8351.3
2212,Carol Johnson,42,female,9879.46
2213,Anna Harris,16,male,8609.21
2214,John Anderson,72,female,10173.47
2215,Joseph Baker,55,male,9122.56
2216,Jonathan Dodson,53,male,4666.56
2217,Darlene Reed,13,male,3996.89
2218,David Jackson,42,female,10198.54
2219,Connie Sanders,29,female,4041.65
2220,Charlene Martin,75,female,6624.32
2221,Courtney Smith,47,male,5871.45
2222,Jennifer Ortiz,75,male,10098.1
2223,Jason Duncan,56,male,5359.69
2224,Jerome Stark,56,male,7874.24
2225,Christina Lopez,27,female,3539.05
2226,Jordan Simmons,30,female,4749.04
2227,Tina Guerrero,14,female,6557.52
2228,Lindsay Golden,58,female,5012.51
2229,Danielle Rocha,64,female,7187.01
2230,Pamela Chung,41,female,8475.43
2231,Dylan Bell,39,male,6131.63
2232,Gerald Salas,58,female,6276.45
2233,Stephen Hunter,58,male,10702.54
2234,John Hartman,40,female,4194.71
2235,Angela Pena,64,female,5378.46
2236,Laura Alexander,29,female,9169.01
2237,Jose Gordon,33,male,8799.46
2238,Kelsey Pitts,13,male,6558.74
2239,Lisa Salazar,22,male,7474.34
2240,Jeffrey Perez,24,male,3923.71
2241,Kevin Abbott,16,male,6987.46
2242,Colin Hardy,62,male,4446.65
2243,Ashley Davis,73,male,4710.18
2244,Sonya Clayton,34,female,8981.5
2245,Lori Torres,15,male,6654.29
2246,Caleb Ortega,64,male,7017.0
2247,Kevin Ross,61,female,6255.46
2248,Patricia Cole,60,female,7368.53
2249,Jonathan Jones,62,female,8650.76
2250,Natasha Johnson,37,female,7152.56
2251,Mark Harris,35,male,6536.61
2252,Jessica Allen,41,male,10893.89
2253,Melissa King,14,female,8470.47
2254,Andrew Castillo,27,male,10932.43
2255,Anthony Tucker,48,male,4057.95
2256,Samuel Olson,37,female,6233.49
2257,Julie Carlson,17,male,7742.6
2258,James Carroll,24,female,6763.19
2259,Amanda Richard,17,female,4490.8
2260,Vanessa James,72,male,6834.97
2261,Caleb Morales,39,female,3910.85
2262,Janice Barber,22,male,4976.44
2263,Susan Brown,45,female,8740.34
2264,Anthony Parks,15,male,7028.59
2265,Melissa Clark,59,male,10795.36
2266,Keith Whitaker,34,female,4709.41
2267,Luis Anderson,56,male,6218.6
2268,Alexis Bailey,64,female,5814.35
2269,Ronald Davidson,28,female,8655.69
2270,Martin Mcgee,67,female,9957.36
2271,Holly Bradford,30,male,8863.88
2272,Alicia Mccoy,51,male,6466.91
2273,Scott Mullen,44,male,10808.25
2274,Brandon Hess,15,male,5410.62
2275,Shane Roberts,56,female,3581.83
2276,Kathleen Roman,36,male,4531.77
2277,Allen Perez,63,female,9546.98
2278,Sara Peters,31,male,4851.52
2279,Peter Edwards,71,female,7054.1
2280,Patricia Savage,15,female,4273.51
2281,Cynthia Conway,48,male,4941.13
2282,Sherry Gonzalez,46,male,4472.17
2283,Katherine Baird,27,male,6473.11
2284,Lisa Wells,60,male,8833.18
2285,Michael Dillon,62,female,5233.78
2286,Raymond Todd,20,male,7795.58
2287,Lisa Graves,72,male,6388.58
2288,Benjamin Warren,71,male,7588.92
2289,Robert Humphrey,38,male,4158.7
2290,Melissa Clark,64,male,9404.56
2291,Julia Johnston,73,male,10623.02
2292,Taylor Sandoval,60,male,10367.87
2293,William Lawson,42,male,7368.03
2294,Mary Jefferson,58,female,6097.29
2295,Tyler Jones,69,male,3668.2
2296,Deborah Ward,64,male,7650.55
2297,Regina Martin,67,female,3890.44
2298,Tina Burns,64,male,7002.84
2299,Tracy Smith MD,50,male,8738.67
2300,Ashley Lamb,71,male,4588.99
2301,Mary Murphy,64,female,6703.23
2302,Cheryl Edwards,44,female,5633.63
2303,Joseph Hoover,23,male,8200.48
2304,Amber Gonzalez,13,female,8313.97
2305,Matthew Baker,58,male,8549.64
2306,Richard Beck,55,female,7164.78
2307,Denise Davis,49,male,10438.59
2308,Chelsea Pratt,68,male,4658.84
2309,Donna Mckenzie,58,female,6696.86
2310,Kelly Moore,22,male,9690.19
2311,Brenda Wood,63,male,6605.58
2312,Casey Petersen,17,female,9991.65
2313,Brittany Hansen,60,male,8309.41
2314,Peter Brown,65,male,9212.55
2315,Steven Wright,54,female,10586.64
2316,Tracy Hart,45,male,6966.25
2317,Andre Cruz Jr.,14,female,3605.62
2318,Jessica Bird,26,male,5768.74
2319,Stephanie Lane,12,female,4086.01
2320,Scott Gonzales,12,male,6260.4
2321,Tammy Smith,75,female,6246.11
2322,Julia Watkins,26,female,8149.76
2323,Kenneth Henry,36,male,7463.64
2324,James Robertson,43,male,7377.44
2325,William Carter,31,female,3651.55
2326,Jacob Munoz,39,male,10851.55
2327,Amy Murray,32,male,7687.7
2328,Robert Ford,42,female,6828.42
2329,Eric Clark,26,female,6757.77
2330,Maria Powell,51,female,6217.78
2331,Kaitlyn Collins,66,female,8182.47
2332,Ryan Green,71,male,6352.04
2333,Charles Cain,62,male,8272.4
2334,Alan Moreno,32,female,8405.9
2335,Patricia Lewis,14,male,10520.62
2336,Angel Tran,71,female,6299.57
2337,Adrian Herrera,55,female,10582.07
2338,Rebekah James,31,male,9714.53
2339,Tony Reyes,54,male,4179.48
2340,Jennifer Porter,42,female,9084.92
2341,Michele Garcia,42,male,4781.97
2342,Barbara Mcclain,35,female,4967.47
2343,Theresa Ward,55,female,5514.81
2344,Michele Willis,64,male,3656.79
2345,Linda Nicholson,12,male,7613.46
2346,Linda Powell,12,male,7756.89
2347,Carl Fisher,40,female,9314.07
2348,Hannah Andrews,66,male,10256.81
2349,Darlene Houston,51,female,7945.7
2350,Jeffrey Deleon,73,male,7721.95
2351,Ebony Evans MD,64,male,3534.17
2352,Tiffany Buckley,56,female,3676.72
2353,Lauren Hurley,12,male,7327.12
2354,Juan Benton,63,female,8750.8
2355,Ryan Hooper,69,female,9894.9
2356,Lori Jones,33,male,9992.73
2357,Brianna Wallace,70,female,10939.69
2358,Kenneth Price,38,male,3630.79
2359,David Jones,47,female,6293.2
2360,Daniel Rodgers,71,female,8640.41
2361,Nancy Estrada,12,female,9860.75
2362,Lisa Williams,27,male,9251.51
2363,Paige Moran,29,female,3722.38
2364,Michael Salas,23,male,4521.03
2365,Kelly Mills,71,female,3592.47
2366,Ryan Jenkins,36,female,8770.51
2367,Antonio Frost,75,female,9493.44
2368,Jaime Roberson,42,female,9825.02
2369,Michele Bentley,43,female,10937.28
2370,Robert Campbell,45,male,9040.87
2371,Matthew Davis,60,male,5941.67
2372,Sarah Perez,35,male,7048.72
2373,Tommy Chase,23,female,6889.19
2374,Brandon Lozano,66,female,8041.95
2375,Mario Newman,27,female,3528.0
2376,Jaime Ramirez,61,female,4203.8
2377,Brittany Frye,32,male,9196.06
2378,Howard Mcgrath,72,male,9933.11
2379,Lisa Gentry,57,female,8190.86
2380,Betty Sanchez,35,male,5507.08
2381,John Roman,16,female,6485.17
2382,Mary Flores,75,male,4046.75
2383,Charlene Myers,16,male,5887.43
2384,Shaun Beard,69,female,5599.82
2385,Scott Ramirez,37,female,8703.97
2386,Stephen Harding,67,female,8094.06
2387,Donna Stokes,46,male,9400.24
2388,Michael Carey,12,male,7415.44
2389,Sherry Harris,23,male,6277.95
2390,Jesse Boyd,63,female,8412.22
2391,Latasha Lewis,15,male,9957.85
2392,Aaron Walker,24,female,5745.91
2393,Bailey Larsen,29,male,4216.73
2394,Deborah Munoz,18,female,5459.78
2395,Grace Anderson,27,male,8458.44
2396,Maria Collins,34,female,9747.04
2397,Collin Schmidt,42,male,9894.46
2398,Carlos Stewart,55,female,4710.3
2399,Ana Schroeder,60,female,8959.95
2400,Amanda Williams,40,male,9447.72
2401,Sharon Porter,69,male,7758.51
2402,Ronald Cruz,25,female,5009.53
2403,Robert Hall,27,female,8441.62
2404,Roger Williams,13,female,5180.01
2405,Jared Campbell,45,female,7836.01
2406,Lisa Miller,29,female,9128.89
2407,Krista Steele,75,female,6728.11
2408,Louis Taylor,75,male,10920.6
2409,Cheryl Pena,24,female,5008.61
2410,Gina Harris,48,female,6240.41
2411,Christine Wong,70,female,9454.96
2412,David Baker,66,female,9160.19
2413,Kevin Miller,23,female,3789.38
2414,Kelly Morgan,47,male,6469.12
2415,Jeremy Browning,34,female,3576.56
2416,Eddie Perkins,23,female,10949.15
2417,Robert Cannon,30,female,3670.83
2418,Jodi Velasquez,25,male,6770.13
2419,Taylor Hart,18,female,5903.3
2420,Gabriella Smith,43,female,5401.77
2421,Elijah Reilly,34,male,5229.94
2422,Amanda David,36,female,10081.75
2423,Eric Carter,48,female,5636.63
2424,Daryl Jordan,13,female,10134.26
2425,Shannon Young,45,female,6628.74
2426,Matthew Price,62,male,4204.17
2427,Sandra Day,31,female,4051.98
2428,Michael Woods,36,female,5549.68
2429,Deborah Hunter,22,female,5386.58
2430,Mindy Garza,15,male,9699.9
2431,Tara Castro,54,male,8895.61
2432,Janet Houston,51,male,10135.3
2433,Taylor Ford,12,female,9692.92
2434,Jacob Andrade,54,male,10007.13
2435,Emily Mcguire,49,female,9703.11
2436,Trevor Sims,15,female,4561.65
2437,Taylor Marsh,44,female,9477.09
2438,Michael Clark,32,male,8786.26
2439,Gerald Lane,45,female,4851.59
2440,Darrell Ortiz,22,female,7540.21
2441,Emma Costa,69,female,9932.63
2442,Ashley Zavala,21,male,5712.75
2443,Veronica Terry,66,male,7933.11
2444,Alyssa Davis,21,male,6149.93
2445,Michael Andrews,57,female,8222.33
2446,Chelsea Li,30,male,7537.93
2447,Brandon Baker,39,male,10207.49
2448,Shane Pham,31,female,5419.33
2449,Todd Johnson,31,female,7975.03
2450,Zachary Morris,17,female,9734.07
2451,Brian Hughes,34,male,4774.37
2452,Paul Alexander,29,female,6430.89
2453,Jane Perez,55,male,6804.22
2454,Manuel Smith,38,female,5414.49
2455,James Cook,13,female,9598.65
2456,Don Lester,74,male,10056.09
2457,Jose Edwards,12,male,5651.65
2458,Kayla Torres,27,male,9083.56
2459,Beverly Collier,47,male,7785.55
2460,Sheila Bridges,70,female,7787.2
2461,Stephanie Blake,32,male,9362.27
2462,Robert Owens,69,female,7991.2
2463,Nicole Newton,50,male,10516.99
2464,Stephen Parsons,36,female,5033.45
2465,James Harris,40,female,7858.79
2466,Rachel Monroe,50,male,7711.07
2467,Mark Goodwin,39,female,9703.84
2468,Lee Castro,12,male,5365.79
2469,Steven Young,29,female,7423.25
2470,Kristen Short,37,female,5277.49
2471,Terri Schmidt,74,male,7026.52
2472,Sabrina Cobb,30,female,7702.29
2473,Elizabeth Scott,32,female,5223.93
2474,Joshua Ford,57,male,6149.62
2475,Shannon Evans,66,male,3936.86
2476,Taylor Gonzalez,42,male,4723.67
2477,Alex Porter,34,male,8392.33
2478,Heather Wright,18,male,6918.85
2479,James Walker,57,female,8546.52
2480,Mario Watson,47,female,4024.76
2481,Cole Williams,68,female,10013.27
2482,Kristy Spence,66,male,7225.04
2483,Benjamin Dunn,37,female,4548.25
2484,Heather Osborne,57,male,6450.58
2485,David Underwood,57,male,10528.93
2486,Mark Jensen,20,male,4090.28
2487,Katie Gomez,16,male,8019.13
2488,Daniel Barnes,37,female,10904.58
2489,Rhonda Evans,12,male,7955.47
2490,Maxwell Adams,18,male,6540.27
2491,Jessica Tran,49,male,6369.31
2492,Cynthia Ford,13,male,5616.99
2493,Alexa Garcia,16,male,9118.68
2494,Tonya Patterson,43,female,4310.13
2495,Francisco Lynch,12,female,10694.26
2496,Jeremy Wyatt,41,female,5059.68
2497,Cynthia Bray,44,female,6263.1
2498,Colleen Ali,46,male,6235.2
2499,Megan Morrow,64,male,6085.06
2500,Jacob Rodriguez,69,male,6565.37
2501,Linda Carpenter,55,male,8195.43
2502,Wesley Guerrero,51,female,10504.78
2503,Teresa Bell,34,male,10496.74
2504,Luis Thomas,62,male,4083.25
2505,Mason Miller,75,female,4558.95
2506,Kristen Skinner,67,female,4831.38
2507,Breanna Johnson,20,male,7546.16
2508,Juan Ibarra,70,male,5567.44
2509,James Delgado,36,male,6339.74
2510,Glenn Rowe,43,female,6437.78
2511,James Taylor,72,male,10576.0
2512,Shaun Sullivan,56,female,8033.77
2513,Brian Ryan,47,male,5269.88
2514,Matthew Cohen,42,male,6634.33
2515,Alex Johnson,51,female,4846.81
2516,Juan Schultz,12,male,5635.99
2517,Cesar Marsh,34,male,9162.79
2518,Aaron Reyes,22,female,4944.26
2519,Dustin Olsen,33,male,7527.32
2520,Michael Lee,55,female,6794.82
2521,Lori Mullins,16,female,6417.6
2522,Tracy Mendoza,40,female,4429.03
2523,Amy Patrick,37,male,5601.63
2524,Crystal Proctor,30,male,4907.66
2525,Calvin Dunn,47,female,8140.4
2526,Johnathan Soto,42,female,7693.43
2527,Teresa Jackson,41,female,5117.5
2528,Sabrina Terrell,36,female,6727.08
2529,Diane Hill MD,18,male,5039.57
2530,Joshua Wells,69,female,4557.09
2531,Bethany Decker,30,female,8655.49
2532,Sarah Humphrey,23,female,8905.0
2533,Elizabeth Brown,46,female,5478.85
2534,Joseph Guzman,53,male,6913.71
2535,Barbara Brown,71,female,4677.84
2536,Steven Johnson,72,male,5382.74
2537,Jesse Hayden,57,female,10005.47
2538,Gabriel Davis,31,male,6457.33
2539,Monique Holland,37,female,3740.43
2540,Daniel Mendoza,63,female,5823.27
2541,Robert Herrera,30,female,8074.07
2542,Sara Griffin,62,female,9969.62
2543,Jennifer Green,46,female,7482.53
2544,Lisa Armstrong,30,male,6460.15
2545,Joshua Leonard,42,female,3822.5
2546,Sarah Larsen,63,female,6196.4
2547,Erica Johnson,21,male,5925.33
2548,Jonathon Walton,43,male,3671.5
2549,Natasha Bridges,28,male,7218.17
2550,Hannah May,26,female,7203.81
2551,Karen Martin,29,female,10779.6
2552,Courtney Rhodes,17,male,7370.22
2553,Nancy Elliott,39,male,5188.46
2554,Laura Hopkins,45,female,7521.51
2555,Lynn Zuniga,20,male,10272.23
2556,Jerry Clayton,70,female,8318.8
2557,Sean Collins,30,male,9375.97
2558,Joseph Miranda,36,male,9460.13
2559,Sarah Wolfe,67,female,10303.86
2560,Miranda Miller,74,female,8160.13
2561,Anne Carter,53,male,3653.37
2562,Jaime Rose,45,male,7121.45
2563,Timothy Kaiser,56,female,4781.9
2564,Lori Evans,51,male,6372.04
2565,Kathryn Kennedy,42,male,8579.98
2566,Michelle Thomas,32,male,9376.12
2567,Sarah Silva,21,female,6221.62
2568,Jason Proctor,66,female,5409.82
2569,Austin Johnson,49,male,10939.27
2570,Samuel Collins,23,male,10955.24
2571,Cynthia Parsons,71,male,10712.76
2572,Joshua Bishop,32,male,9845.64
2573,Antonio Morris,40,male,8819.53
2574,Katelyn Perez,68,male,6515.16
2575,Travis Wade,74,male,10857.58
2576,Alan Scott,40,male,7627.3
2577,Mark Dunlap,17,male,7433.3
2578,Lauren Faulkner,47,female,8591.56
2579,Lisa Lewis,22,female,9948.01
2580,Brett Padilla,12,male,10877.87
2581,Jose Wilson,42,female,7591.83
2582,Mark Welch,46,female,10513.87
2583,Marcus Haney,16,male,3792.74
2584,Scott Brown,15,female,4313.0
2585,Jonathon Duncan,29,male,10078.47
2586,Shelby Kramer,53,female,6762.94
2587,Megan Juarez,22,male,5014.85
2588,Gary Harrell,23,male,5057.2
2589,Jason Garcia,30,male,7906.67
2590,Autumn Harrison,27,female,10592.05
2591,Tammy Camacho,65,female,4852.48
2592,James Paul,68,male,7074.42
2593,Wanda Ibarra,38,female,5631.7
2594,Andre Larson,14,female,7769.83
2595,Jeffrey Goodman,15,male,4844.17
2596,Brandon Smith,21,male,7125.27
2597,Brittany Bryan,70,male,7208.53
2598,James Smith,19,female,5147.26
2599,Teresa Clark,63,male,4022.72
2600,Howard Dixon,42,male,6898.02
2601,Jack Johnson,30,female,8170.88
2602,John Donovan,39,male,4858.76
2603,Shelia Schmidt,14,male,10485.15
2604,Michael Smith,44,female,8709.0
2605,Rhonda Fowler,19,female,7239.13
